lo_index,if_index,point_index,lo_set_Hz,if_set_Hz,lo_model_Hz,if_model_Hz,mode,kind,m,n,sign,expression,expected_freq_Hz,expected_corr_freq_Hz,measured_freq_Hz,freq_error_Hz,freq_error_corr_Hz,power_dBm,rel_dBc_vs_desired,noise_limited,cluster_id,cluster_size,analytic_coincidence_id,analytic_coincidence_size,measured_coincidence_id,measured_coincidence_size,measurement_scope,cluster_window_half_width_Hz,cluster_window_fallback,span_Hz,rbw_Hz,vbw_Hz,avg_sweeps,marker_mode_global,marker_mode_effective,error
0,2,3,22000000000.0,6530000000.0,22000000000.0,6530000000.0,lo+if,desired,1,1,1,1*LO + 1*IF,28530000000.0,28530000000.0,28530000000.0,0.0,0.0,-26.847400345213373,0.0,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,2,3,22000000000.0,6530000000.0,22000000000.0,6530000000.0,lo+if,IF_harmonic,0,4,1,0*LO + 4*IF,26120000000.0,26120000000.0,26120000000.0,0.0,0.0,-122.5887715520858,-95.74137120687243,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,2,3,22000000000.0,6530000000.0,22000000000.0,6530000000.0,lo+if,spur,2,2,-1,2*LO - 2*IF,30940000000.0,30940000000.0,30940000000.0,0.0,0.0,-91.46773993443956,-64.62033958922619,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,2,3,22000000000.0,6530000000.0,22000000000.0,6530000000.0,lo+if,IF_harmonic,0,5,1,0*LO + 5*IF,32650000000.0,32650000000.0,32650000489.5,489.5,489.5,-132.20787320620715,-105.36047286099378,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,2,3,22000000000.0,6530000000.0,22000000000.0,6530000000.0,lo+if,spur,3,5,-1,3*LO - 5*IF,33350000000.0,33350000000.0,33350000485.5,485.5,485.5,-130.90596387824826,-104.05856353303489,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
