lo_index,if_index,point_index,lo_set_Hz,if_set_Hz,lo_model_Hz,if_model_Hz,mode,kind,m,n,sign,expression,expected_freq_Hz,expected_corr_freq_Hz,measured_freq_Hz,freq_error_Hz,freq_error_corr_Hz,power_dBm,rel_dBc_vs_desired,noise_limited,cluster_id,cluster_size,analytic_coincidence_id,analytic_coincidence_size,measured_coincidence_id,measured_coincidence_size,measurement_scope,cluster_window_half_width_Hz,cluster_window_fallback,span_Hz,rbw_Hz,vbw_Hz,avg_sweeps,marker_mode_global,marker_mode_effective,error
0,0,1,22000000000.0,6500000000.0,22000000000.0,6500000000.0,lo+if,desired,1,1,1,1*LO + 1*IF,28500000000.0,28500000000.0,28500000000.0,0.0,0.0,-26.563539966016418,0.0,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,0,1,22000000000.0,6500000000.0,22000000000.0,6500000000.0,lo+if,IF_harmonic,0,4,1,0*LO + 4*IF,26000000000.0,26000000000.0,25999999999.0,-1.0,-1.0,-119.69271472114633,-93.12917475512991,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,0,1,22000000000.0,6500000000.0,22000000000.0,6500000000.0,lo+if,spur,2,2,-1,2*LO - 2*IF,31000000000.0,31000000000.0,31000000000.0,0.0,0.0,-89.25414111137984,-62.690601145363416,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,0,1,22000000000.0,6500000000.0,22000000000.0,6500000000.0,lo+if,IF_harmonic,0,5,1,0*LO + 5*IF,32500000000.0,32500000000.0,32500000305.7,305.70000076293945,305.70000076293945,-132.56580263745215,-106.00226267143573,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,0,1,22000000000.0,6500000000.0,22000000000.0,6500000000.0,lo+if,spur,3,5,-1,3*LO - 5*IF,33500000000.0,33500000000.0,33499999848.2,-151.79999923706055,-151.79999923706055,-131.6146029628536,-105.05106299683719,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,0,1,22000000000.0,6500000000.0,22000000000.0,6500000000.0,lo+if,spur,1,2,1,1*LO + 2*IF,35000000000.0,35000000000.0,35000000000.0,0.0,0.0,-84.48577583351639,-57.922235867499964,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,1,2,22000000000.0,6515000000.0,22000000000.0,6515000000.0,lo+if,desired,1,1,1,1*LO + 1*IF,28515000000.0,28515000000.0,28515000000.0,0.0,0.0,-26.81356842559225,0.0,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,1,2,22000000000.0,6515000000.0,22000000000.0,6515000000.0,lo+if,IF_harmonic,0,4,1,0*LO + 4*IF,26060000000.0,26060000000.0,26059999999.0,-1.0,-1.0,-121.99266054448188,-95.17909211888963,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,1,2,22000000000.0,6515000000.0,22000000000.0,6515000000.0,lo+if,spur,2,2,-1,2*LO - 2*IF,30970000000.0,30970000000.0,30970000000.0,0.0,0.0,-90.3696864930727,-63.556118067480455,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,1,2,22000000000.0,6515000000.0,22000000000.0,6515000000.0,lo+if,IF_harmonic,0,5,1,0*LO + 5*IF,32575000000.0,32575000000.0,32574999893.1,-106.9000015258789,-106.9000015258789,-132.23373798648566,-105.42016956089341,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,1,2,22000000000.0,6515000000.0,22000000000.0,6515000000.0,lo+if,spur,3,5,-1,3*LO - 5*IF,33425000000.0,33425000000.0,33425000038.0,38.0,38.0,-131.01415699978114,-104.20058857418888,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,2,3,22000000000.0,6530000000.0,22000000000.0,6530000000.0,lo+if,desired,1,1,1,1*LO + 1*IF,28530000000.0,28530000000.0,28530000000.0,0.0,0.0,-26.847400345213373,0.0,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,2,3,22000000000.0,6530000000.0,22000000000.0,6530000000.0,lo+if,IF_harmonic,0,4,1,0*LO + 4*IF,26120000000.0,26120000000.0,26120000000.0,0.0,0.0,-122.5887715520858,-95.74137120687243,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
