lo_index,if_index,point_index,lo_set_Hz,if_set_Hz,lo_model_Hz,if_model_Hz,mode,kind,m,n,sign,expression,expected_freq_Hz,expected_corr_freq_Hz,measured_freq_Hz,freq_error_Hz,freq_error_corr_Hz,power_dBm,rel_dBc_vs_desired,noise_limited,cluster_id,cluster_size,analytic_coincidence_id,analytic_coincidence_size,measured_coincidence_id,measured_coincidence_size,measurement_scope,cluster_window_half_width_Hz,cluster_window_fallback,span_Hz,rbw_Hz,vbw_Hz,avg_sweeps,marker_mode_global,marker_mode_effective,error
0,32,33,21000000000.0,6980000000.0,21000000000.0,6980000000.0,lo+if,desired,1,1,1,1*LO + 1*IF,27980000000.0,27980000000.0,27980000000.0,0.0,0.0,-24.11507095299178,0.0,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,32,33,21000000000.0,6980000000.0,21000000000.0,6980000000.0,lo+if,IF_harmonic,0,4,1,0*LO + 4*IF,27920000000.0,27920000000.0,27920000000.0,0.0,0.0,-103.61463203688439,-79.49956108389262,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,32,33,21000000000.0,6980000000.0,21000000000.0,6980000000.0,lo+if,spur,2,2,-1,2*LO - 2*IF,28040000000.0,28040000000.0,28040000000.0,0.0,0.0,-81.12328800863436,-57.00821705564258,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,32,33,21000000000.0,6980000000.0,21000000000.0,6980000000.0,lo+if,spur,3,5,-1,3*LO - 5*IF,28100000000.0,28100000000.0,28100000047.0,47.0,47.0,-130.67829807725224,-106.56322712426046,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,32,33,21000000000.0,6980000000.0,21000000000.0,6980000000.0,lo+if,IF_harmonic,0,5,1,0*LO + 5*IF,34900000000.0,34900000000.0,34899999805.2,-194.8000030517578,-194.8000030517578,-129.26257685835685,-105.14750590536508,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,32,33,21000000000.0,6980000000.0,21000000000.0,6980000000.0,lo+if,spur,1,2,1,1*LO + 2*IF,34960000000.0,34960000000.0,34960000000.0,0.0,0.0,-95.75451956893764,-71.63944861594587,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
