lo_index,if_index,point_index,lo_set_Hz,if_set_Hz,lo_model_Hz,if_model_Hz,mode,kind,m,n,sign,expression,expected_freq_Hz,expected_corr_freq_Hz,measured_freq_Hz,freq_error_Hz,freq_error_corr_Hz,power_dBm,rel_dBc_vs_desired,noise_limited,cluster_id,cluster_size,analytic_coincidence_id,analytic_coincidence_size,measured_coincidence_id,measured_coincidence_size,measurement_scope,cluster_window_half_width_Hz,cluster_window_fallback,span_Hz,rbw_Hz,vbw_Hz,avg_sweeps,marker_mode_global,marker_mode_effective,error
0,0,1,21000000000.0,6500000000.0,21000000000.0,6500000000.0,lo+if,desired,1,1,1,1*LO + 1*IF,27500000000.0,27500000000.0,27500000000.0,0.0,0.0,-25.340470291194436,0.0,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,0,1,21000000000.0,6500000000.0,21000000000.0,6500000000.0,lo+if,IF_harmonic,0,4,1,0*LO + 4*IF,26000000000.0,26000000000.0,26000000000.0,0.0,0.0,-107.6879236546243,-82.34745336342986,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,0,1,21000000000.0,6500000000.0,21000000000.0,6500000000.0,lo+if,spur,2,2,-1,2*LO - 2*IF,29000000000.0,29000000000.0,29000000000.0,0.0,0.0,-82.25311279990831,-56.91264250871387,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,0,1,21000000000.0,6500000000.0,21000000000.0,6500000000.0,lo+if,spur,3,5,-1,3*LO - 5*IF,30500000000.0,30500000000.0,30500000064.9,64.9000015258789,64.9000015258789,-133.04798618860562,-107.70751589741118,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,0,1,21000000000.0,6500000000.0,21000000000.0,6500000000.0,lo+if,IF_harmonic,0,5,1,0*LO + 5*IF,32500000000.0,32500000000.0,32500000001.0,1.0,1.0,-127.57436499974406,-102.23389470854963,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,0,1,21000000000.0,6500000000.0,21000000000.0,6500000000.0,lo+if,spur,1,2,1,1*LO + 2*IF,34000000000.0,34000000000.0,34000000000.0,0.0,0.0,-89.0797927218256,-63.73932243063116,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,1,2,21000000000.0,6515000000.0,21000000000.0,6515000000.0,lo+if,desired,1,1,1,1*LO + 1*IF,27515000000.0,27515000000.0,27515000000.0,0.0,0.0,-25.623852295911792,0.0,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,1,2,21000000000.0,6515000000.0,21000000000.0,6515000000.0,lo+if,IF_harmonic,0,4,1,0*LO + 4*IF,26060000000.0,26060000000.0,26060000000.0,0.0,0.0,-109.06625262960914,-83.44240033369735,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,1,2,21000000000.0,6515000000.0,21000000000.0,6515000000.0,lo+if,spur,2,2,-1,2*LO - 2*IF,28970000000.0,28970000000.0,28970000000.0,0.0,0.0,-82.81259040623061,-57.18873811031882,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,1,2,21000000000.0,6515000000.0,21000000000.0,6515000000.0,lo+if,spur,3,5,-1,3*LO - 5*IF,30425000000.0,30425000000.0,30425000278.7,278.70000076293945,278.70000076293945,-132.2264612738954,-106.60260897798362,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,1,2,21000000000.0,6515000000.0,21000000000.0,6515000000.0,lo+if,IF_harmonic,0,5,1,0*LO + 5*IF,32575000000.0,32575000000.0,32575000001.0,1.0,1.0,-124.64889800960333,-99.02504571369154,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,1,2,21000000000.0,6515000000.0,21000000000.0,6515000000.0,lo+if,spur,1,2,1,1*LO + 2*IF,34030000000.0,34030000000.0,34030000000.0,0.0,0.0,-87.90928208520458,-62.28542978929279,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,2,3,21000000000.0,6530000000.0,21000000000.0,6530000000.0,lo+if,desired,1,1,1,1*LO + 1*IF,27530000000.0,27530000000.0,27530000000.0,0.0,0.0,-25.70752288573257,0.0,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,2,3,21000000000.0,6530000000.0,21000000000.0,6530000000.0,lo+if,IF_harmonic,0,4,1,0*LO + 4*IF,26120000000.0,26120000000.0,26120000000.0,0.0,0.0,-108.66323356075235,-82.95571067501977,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,2,3,21000000000.0,6530000000.0,21000000000.0,6530000000.0,lo+if,spur,2,2,-1,2*LO - 2*IF,28940000000.0,28940000000.0,28940000000.0,0.0,0.0,-83.48223869599198,-57.77471581025941,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,2,3,21000000000.0,6530000000.0,21000000000.0,6530000000.0,lo+if,spur,3,5,-1,3*LO - 5*IF,30350000000.0,30350000000.0,30350000329.7,329.70000076293945,329.70000076293945,-131.32025046310935,-105.61272757737677,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,2,3,21000000000.0,6530000000.0,21000000000.0,6530000000.0,lo+if,IF_harmonic,0,5,1,0*LO + 5*IF,32650000000.0,32650000000.0,32649999999.0,-1.0,-1.0,-123.57952818816645,-97.87200530243388,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,2,3,21000000000.0,6530000000.0,21000000000.0,6530000000.0,lo+if,spur,1,2,1,1*LO + 2*IF,34060000000.0,34060000000.0,34060000000.0,0.0,0.0,-87.28837324628404,-61.580850360551466,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,3,4,21000000000.0,6545000000.0,21000000000.0,6545000000.0,lo+if,desired,1,1,1,1*LO + 1*IF,27545000000.0,27545000000.0,27545000000.0,0.0,0.0,-25.69621244368106,0.0,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,3,4,21000000000.0,6545000000.0,21000000000.0,6545000000.0,lo+if,IF_harmonic,0,4,1,0*LO + 4*IF,26180000000.0,26180000000.0,26180000000.0,0.0,0.0,-107.96032263998254,-82.26411019630147,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,3,4,21000000000.0,6545000000.0,21000000000.0,6545000000.0,lo+if,spur,2,2,-1,2*LO - 2*IF,28910000000.0,28910000000.0,28910000000.0,0.0,0.0,-83.90807554221163,-58.21186309853057,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,3,4,21000000000.0,6545000000.0,21000000000.0,6545000000.0,lo+if,spur,3,5,-1,3*LO - 5*IF,30275000000.0,30275000000.0,30274999895.1,-104.9000015258789,-104.9000015258789,-131.88857184657036,-106.1923594028893,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,3,4,21000000000.0,6545000000.0,21000000000.0,6545000000.0,lo+if,IF_harmonic,0,5,1,0*LO + 5*IF,32725000000.0,32725000000.0,32725000000.0,0.0,0.0,-122.908195264486,-97.21198282080493,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,3,4,21000000000.0,6545000000.0,21000000000.0,6545000000.0,lo+if,spur,1,2,1,1*LO + 2*IF,34090000000.0,34090000000.0,34090000000.0,0.0,0.0,-87.51464266353537,-61.81843021985431,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,4,5,21000000000.0,6560000000.0,21000000000.0,6560000000.0,lo+if,desired,1,1,1,1*LO + 1*IF,27560000000.0,27560000000.0,27560000000.0,0.0,0.0,-25.544249681311616,0.0,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,4,5,21000000000.0,6560000000.0,21000000000.0,6560000000.0,lo+if,IF_harmonic,0,4,1,0*LO + 4*IF,26240000000.0,26240000000.0,26240000000.0,0.0,0.0,-108.71375644966093,-83.16950676834932,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,4,5,21000000000.0,6560000000.0,21000000000.0,6560000000.0,lo+if,spur,2,2,-1,2*LO - 2*IF,28880000000.0,28880000000.0,28880000000.0,0.0,0.0,-83.99492011845598,-58.45067043714437,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,4,5,21000000000.0,6560000000.0,21000000000.0,6560000000.0,lo+if,spur,3,5,-1,3*LO - 5*IF,30200000000.0,30200000000.0,30200000047.0,47.0,47.0,-131.24328563069153,-105.69903594937992,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,4,5,21000000000.0,6560000000.0,21000000000.0,6560000000.0,lo+if,IF_harmonic,0,5,1,0*LO + 5*IF,32800000000.0,32800000000.0,32800000000.0,0.0,0.0,-123.93872710063825,-98.39447741932663,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,4,5,21000000000.0,6560000000.0,21000000000.0,6560000000.0,lo+if,spur,1,2,1,1*LO + 2*IF,34120000000.0,34120000000.0,34120000000.0,0.0,0.0,-88.30889723640048,-62.76464755508887,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,5,6,21000000000.0,6575000000.0,21000000000.0,6575000000.0,lo+if,desired,1,1,1,1*LO + 1*IF,27575000000.0,27575000000.0,27575000000.0,0.0,0.0,-25.145434840554053,0.0,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,5,6,21000000000.0,6575000000.0,21000000000.0,6575000000.0,lo+if,IF_harmonic,0,4,1,0*LO + 4*IF,26300000000.0,26300000000.0,26300000000.0,0.0,0.0,-109.43686718497813,-84.29143234442407,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,5,6,21000000000.0,6575000000.0,21000000000.0,6575000000.0,lo+if,spur,2,2,-1,2*LO - 2*IF,28850000000.0,28850000000.0,28850000000.0,0.0,0.0,-83.64782589284084,-58.50239105228679,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
