lo_index,if_index,point_index,lo_set_Hz,if_set_Hz,lo_model_Hz,if_model_Hz,mode,kind,m,n,sign,expression,expected_freq_Hz,expected_corr_freq_Hz,measured_freq_Hz,freq_error_Hz,freq_error_corr_Hz,power_dBm,rel_dBc_vs_desired,noise_limited,cluster_id,cluster_size,analytic_coincidence_id,analytic_coincidence_size,measured_coincidence_id,measured_coincidence_size,measurement_scope,cluster_window_half_width_Hz,cluster_window_fallback,span_Hz,rbw_Hz,vbw_Hz,avg_sweeps,marker_mode_global,marker_mode_effective,error
0,9,10,23000000000.0,6635000000.0,23000000000.0,6635000000.0,lo+if,desired,1,1,1,1*LO + 1*IF,29635000000.0,29635000000.0,29635000000.0,0.0,0.0,-25.217921956508054,0.0,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,9,10,23000000000.0,6635000000.0,23000000000.0,6635000000.0,lo+if,spur,2,3,-1,2*LO - 3*IF,26095000000.0,26095000000.0,26095000000.0,0.0,0.0,-121.91460978646107,-96.69668782995302,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,9,10,23000000000.0,6635000000.0,23000000000.0,6635000000.0,lo+if,IF_harmonic,0,4,1,0*LO + 4*IF,26540000000.0,26540000000.0,26540000001.0,1.0,1.0,-123.85293455841395,-98.6350126019059,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,9,10,23000000000.0,6635000000.0,23000000000.0,6635000000.0,lo+if,spur,2,2,-1,2*LO - 2*IF,32730000000.0,32730000000.0,32730000000.0,0.0,0.0,-86.19424737315966,-60.976325416651605,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,9,10,23000000000.0,6635000000.0,23000000000.0,6635000000.0,lo+if,IF_harmonic,0,5,1,0*LO + 5*IF,33175000000.0,33175000000.0,33175000045.0,45.0,45.0,-132.04187736365523,-106.82395540714718,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
