lo_index,if_index,point_index,lo_set_Hz,if_set_Hz,lo_model_Hz,if_model_Hz,mode,kind,m,n,sign,expression,expected_freq_Hz,expected_corr_freq_Hz,measured_freq_Hz,freq_error_Hz,freq_error_corr_Hz,power_dBm,rel_dBc_vs_desired,noise_limited,cluster_id,cluster_size,analytic_coincidence_id,analytic_coincidence_size,measured_coincidence_id,measured_coincidence_size,measurement_scope,cluster_window_half_width_Hz,cluster_window_fallback,span_Hz,rbw_Hz,vbw_Hz,avg_sweeps,marker_mode_global,marker_mode_effective,error
0,0,1,23000000000.0,6500000000.0,23000000000.0,6500000000.0,lo+if,desired,1,1,1,1*LO + 1*IF,29500000000.0,29500000000.0,29500000000.0,0.0,0.0,-25.579720772461847,0.0,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,0,1,23000000000.0,6500000000.0,23000000000.0,6500000000.0,lo+if,IF_harmonic,0,4,1,0*LO + 4*IF,26000000000.0,26000000000.0,25999999999.0,-1.0,-1.0,-120.30090110295562,-94.72118033049378,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,0,1,23000000000.0,6500000000.0,23000000000.0,6500000000.0,lo+if,spur,2,3,-1,2*LO - 3*IF,26500000000.0,26500000000.0,26500000001.0,1.0,1.0,-123.58256122546496,-98.0028404530031,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,0,1,23000000000.0,6500000000.0,23000000000.0,6500000000.0,lo+if,IF_harmonic,0,5,1,0*LO + 5*IF,32500000000.0,32500000000.0,32499999835.2,-164.79999923706055,-164.79999923706055,-131.24266923544369,-105.66294846298183,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,0,1,23000000000.0,6500000000.0,23000000000.0,6500000000.0,lo+if,spur,2,2,-1,2*LO - 2*IF,33000000000.0,33000000000.0,33000000000.0,0.0,0.0,-87.82670415923843,-62.246983386776584,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,1,2,23000000000.0,6515000000.0,23000000000.0,6515000000.0,lo+if,desired,1,1,1,1*LO + 1*IF,29515000000.0,29515000000.0,29515000000.0,0.0,0.0,-25.468768761435506,0.0,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,1,2,23000000000.0,6515000000.0,23000000000.0,6515000000.0,lo+if,IF_harmonic,0,4,1,0*LO + 4*IF,26060000000.0,26060000000.0,26060000001.0,1.0,1.0,-122.5429652607107,-97.07419649927519,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,1,2,23000000000.0,6515000000.0,23000000000.0,6515000000.0,lo+if,spur,2,3,-1,2*LO - 3*IF,26455000000.0,26455000000.0,26455000000.0,0.0,0.0,-122.7024291319721,-97.2336603705366,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,1,2,23000000000.0,6515000000.0,23000000000.0,6515000000.0,lo+if,IF_harmonic,0,5,1,0*LO + 5*IF,32575000000.0,32575000000.0,32575000340.7,340.70000076293945,340.70000076293945,-132.3460376615486,-106.87726890011308,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,1,2,23000000000.0,6515000000.0,23000000000.0,6515000000.0,lo+if,spur,2,2,-1,2*LO - 2*IF,32970000000.0,32970000000.0,32970000000.0,0.0,0.0,-88.11243644171527,-62.64366768027977,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
