lo_index,if_index,point_index,lo_set_Hz,if_set_Hz,lo_model_Hz,if_model_Hz,mode,kind,m,n,sign,expression,expected_freq_Hz,expected_corr_freq_Hz,measured_freq_Hz,freq_error_Hz,freq_error_corr_Hz,power_dBm,rel_dBc_vs_desired,noise_limited,cluster_id,cluster_size,analytic_coincidence_id,analytic_coincidence_size,measured_coincidence_id,measured_coincidence_size,measurement_scope,cluster_window_half_width_Hz,cluster_window_fallback,span_Hz,rbw_Hz,vbw_Hz,avg_sweeps,marker_mode_global,marker_mode_effective,error
0,11,12,23000000000.0,6665000000.0,23000000000.0,6665000000.0,lo+if,desired,1,1,1,1*LO + 1*IF,29665000000.0,29665000000.0,29665000000.0,0.0,0.0,-25.77067749473008,0.0,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,11,12,23000000000.0,6665000000.0,23000000000.0,6665000000.0,lo+if,spur,2,3,-1,2*LO - 3*IF,26005000000.0,26005000000.0,26005000000.0,0.0,0.0,-122.28814420136402,-96.51746670663394,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,11,12,23000000000.0,6665000000.0,23000000000.0,6665000000.0,lo+if,IF_harmonic,0,4,1,0*LO + 4*IF,26660000000.0,26660000000.0,26659999999.0,-1.0,-1.0,-125.33271996801435,-99.56204247328427,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,11,12,23000000000.0,6665000000.0,23000000000.0,6665000000.0,lo+if,spur,2,2,-1,2*LO - 2*IF,32670000000.0,32670000000.0,32670000000.0,0.0,0.0,-88.39541296986583,-62.62473547513575,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,11,12,23000000000.0,6665000000.0,23000000000.0,6665000000.0,lo+if,IF_harmonic,0,5,1,0*LO + 5*IF,33325000000.0,33325000000.0,33325000433.6,433.5999984741211,433.5999984741211,-131.3192508679312,-105.54857337320112,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
