lo_index,if_index,point_index,lo_set_Hz,if_set_Hz,lo_model_Hz,if_model_Hz,mode,kind,m,n,sign,expression,expected_freq_Hz,expected_corr_freq_Hz,measured_freq_Hz,freq_error_Hz,freq_error_corr_Hz,power_dBm,rel_dBc_vs_desired,noise_limited,cluster_id,cluster_size,analytic_coincidence_id,analytic_coincidence_size,measured_coincidence_id,measured_coincidence_size,measurement_scope,cluster_window_half_width_Hz,cluster_window_fallback,span_Hz,rbw_Hz,vbw_Hz,avg_sweeps,marker_mode_global,marker_mode_effective,error
0,78,79,21000000000.0,7670000000.0,21000000000.0,7670000000.0,lo+if,desired,1,1,1,1*LO + 1*IF,28670000000.0,28670000000.0,28670000000.0,0.0,0.0,-24.7531779993042,0.0,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,78,79,21000000000.0,7670000000.0,21000000000.0,7670000000.0,lo+if,spur,2,2,-1,2*LO - 2*IF,26660000000.0,26660000000.0,26660000000.0,0.0,0.0,-82.82021993269025,-58.06704193338605,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,78,79,21000000000.0,7670000000.0,21000000000.0,7670000000.0,lo+if,IF_harmonic,0,4,1,0*LO + 4*IF,30680000000.0,30680000000.0,30680000289.7,289.70000076293945,289.70000076293945,-131.61734394115445,-106.86416594185025,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,78,79,21000000000.0,7670000000.0,21000000000.0,7670000000.0,lo+if,spur,3,4,-1,3*LO - 4*IF,32320000000.0,32320000000.0,32320000164.8,164.79999923706055,164.79999923706055,-131.90055221530042,-107.14737421599622,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,78,79,21000000000.0,7670000000.0,21000000000.0,7670000000.0,lo+if,spur,2,1,-1,2*LO - 1*IF,34330000000.0,34330000000.0,34330000000.0,0.0,0.0,-76.39909358567084,-51.64591558636664,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
