lo_Hz,if_Hz,mode,kind,m,n,sign,expression,expected_freq_Hz,measured_freq_Hz,freq_error_Hz,power_dBm,rel_dBc_vs_desired,noise_limited,span_Hz,rbw_Hz,vbw_Hz,avg_sweeps,marker_mode_global,marker_mode_effective,error
5830000000.0,2450000000.0,lo+if,desired,1,1,1,1*LO + 1*IF,8280000000.0,8279998000.0,-2000.0,-1.5737844456729473,0.0,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,spur,2,5,-1,2*LO - 5*IF,590000000.0,590089900.0,89900.0,-92.90500759865729,-91.33122315298435,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,spur,1,2,-1,1*LO - 2*IF,930000000.0,930003000.0,3000.0,-49.262503088606316,-47.68871864293337,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,spur,1,3,-1,1*LO - 3*IF,1520000000.0,1519995000.0,-5000.0,-88.61732041599028,-87.04353597031734,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,spur,2,4,-1,2*LO - 4*IF,1860000000.0,1859728300.0,-271700.0,-94.89065549031274,-93.3168710446398,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,IF_leak,0,1,1,0*LO + 1*IF,2450000000.0,2449998000.0,-2000.0,-38.85107945958787,-37.27729501391492,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,image,1,1,-1,1*LO - 1*IF,3380000000.0,3380002000.0,2000.0,-1.8604458661158105,-0.28666142044286325,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,spur,1,4,-1,1*LO - 4*IF,3970000000.0,3970080900.0,80900.0,-96.03110482007787,-94.45732037440493,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,spur,2,3,-1,2*LO - 3*IF,4310000000.0,4310005000.0,5000.0,-86.82548847546863,-85.25170402979569,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,IF_harmonic,0,2,1,0*LO + 2*IF,4900000000.0,4899997000.0,-3000.0,-75.19672608301627,-73.62294163734333,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,spur,3,5,-1,3*LO - 5*IF,5240000000.0,5239546500.0,-453500.0,-98.75474338538586,-97.18095893971292,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,LO_leak,1,0,1,1*LO + 0*IF,5830000000.0,5830000000.0,0.0,-16.086171329257187,-14.51238688358424,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,spur,1,5,-1,1*LO - 5*IF,6420000000.0,6419709300.0,-290700.0,-97.38484778994723,-95.81106334427429,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,spur,2,2,-1,2*LO - 2*IF,6760000000.0,6760003000.0,3000.0,-59.09555554189228,-57.52177109621933,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,IF_harmonic,0,3,1,0*LO + 3*IF,7350000000.0,7349995000.0,-5000.0,-86.97702054703552,-85.40323610136258,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,spur,3,4,-1,3*LO - 4*IF,7690000000.0,7690351600.0,351600.0,-97.28110952649203,-95.70732508081909,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,spur,2,1,-1,2*LO - 1*IF,9210000000.0,9210002000.0,2000.0,-42.91171659363457,-41.337932147961624,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,IF_harmonic,0,4,1,0*LO + 4*IF,9800000000.0,9799658300.0,-341700.0,-94.6391207611835,-93.06533631551056,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,spur,3,3,-1,3*LO - 3*IF,10140000000.0,10140005000.0,5000.0,-76.6016271369398,-75.02784269126686,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,spur,1,2,1,1*LO + 2*IF,10730000000.0,10729997000.0,-3000.0,-42.7040345779467,-41.13025013227375,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,spur,4,5,-1,4*LO - 5*IF,11070000000.0,11069843200.0,-156800.0,-94.41511961855335,-92.8413351728804,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,LO_harmonic,2,0,1,2*LO + 0*IF,11660000000.0,11660000000.0,0.0,-7.4976921151756954,-5.923907669502748,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,IF_harmonic,0,5,1,0*LO + 5*IF,12250000000.0,12249710300.0,-289700.0,-93.27867021088998,-91.70488576521704,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,spur,3,2,-1,3*LO - 2*IF,12590000000.0,12590003000.0,3000.0,-53.82210525175309,-52.24832080608014,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,spur,1,3,1,1*LO + 3*IF,13180000000.0,13179995000.0,-5000.0,-80.95276719715672,-79.37898275148378,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,spur,4,4,-1,4*LO - 4*IF,13520000000.0,13519845200.0,-154800.0,-90.21855373717645,-88.64476929150351,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,spur,2,1,1,2*LO + 1*IF,14110000000.0,14109998000.0,-2000.0,-47.944155500023555,-46.370371054350606,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,spur,3,1,-1,3*LO - 1*IF,15040000000.0,15040002000.0,2000.0,-15.660539741128105,-14.086755295455157,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,spur,1,4,1,1*LO + 4*IF,15630000000.0,15629898100.0,-101900.0,-93.31595954429334,-91.7421750986204,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,spur,4,3,-1,4*LO - 3*IF,15970000000.0,15970005000.0,5000.0,-88.81533704619372,-87.24155260052078,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,spur,2,2,1,2*LO + 2*IF,16560000000.0,16559997000.0,-3000.0,-64.87642478625853,-63.302640340585576,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,spur,5,5,-1,5*LO - 5*IF,16900000000.0,16900390600.0,390600.0,-92.42727209814619,-90.85348765247325,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,LO_harmonic,3,0,1,3*LO + 0*IF,17490000000.0,17490000000.0,0.0,-22.75298211236855,-21.1791976666956,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,spur,1,5,1,1*LO + 5*IF,18080000000.0,18080323700.0,323700.0,-93.19873825532011,-91.62495380964717,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,spur,4,2,-1,4*LO - 2*IF,18420000000.0,18420003000.0,3000.0,-67.60721803069995,-66.03343358502701,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,spur,2,3,1,2*LO + 3*IF,19010000000.0,19009995000.0,-5000.0,-90.77992652597167,-89.20614208029873,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,spur,5,4,-1,5*LO - 4*IF,19350000000.0,19349736300.0,-263700.0,-92.12664317350922,-90.55285872783628,0,1000000.0,1000.0,,100,peak,peak,
5830000000.0,2450000000.0,lo+if,spur,3,1,1,3*LO + 1*IF,19940000000.0,19939998000.0,-2000.0,-17.60090507996202,-16.02712063428907,0,1000000.0,1000.0,,100,peak,peak,
