lo2_hz,lo2_ghz,severity_rank,if1_hz,if1_mhz,worst_tone_freq_hz,worst_tone_freq_ghz,worst_tone_level_dbc,margin_to_spec_db,coincident,coincident_with_carrier_bin,has_unknown_contributors,unknown_contributors_count,unknown_combining_mode,spur_type,spur_type_raw,top_origin,top_stage_path,top_dataset_id,top_kind,top_expression,top_m,top_n,top_sign,top_dbc,top_lineage_row_indices
21000000000.0,21.0,40,2370000000.0,2370.0,27360000000.0,27.36,-56.28068603329696,-3.719313966703041,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-56.28068603329696,"757,764"
21000000000.0,21.0,41,1730000000.0,1730.0,27440000000.0,27.44,-56.2894236612007,-3.7105763387992994,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.2894236612007,314
21000000000.0,21.0,42,1570000000.0,1570.0,27760000000.0,27.76,-56.29922726755278,-3.70077273244722,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.29922726755278,"248,254"
21000000000.0,21.0,43,1370000000.0,1370.0,28160000000.0,28.16,-56.30124647170653,-3.698753528293473,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.30124647170653,170
21000000000.0,21.0,44,1660000000.0,1660.0,27580000000.0,27.58,-56.38863926810889,-3.6113607318911107,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.38863926810889,"284,290"
21000000000.0,21.0,45,1810000000.0,1810.0,27280000000.0,27.28,-56.39194798344727,-3.608052016552733,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.39194798344727,"344,350"
21000000000.0,21.0,46,1510000000.0,1510.0,27880000000.0,27.88,-56.41937727827974,-3.5806227217202604,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.41937727827974,"224,230"
21000000000.0,21.0,47,1090000000.0,1090.0,28720000000.0,28.72,-56.42048377481808,-3.5795162251819193,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.42048377481809,"56,62"
21000000000.0,21.0,48,1770000000.0,1770.0,27360000000.0,27.36,-56.44956426202094,-3.5504357379790576,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.44956426202094,"326,332"
21000000000.0,21.0,49,1910000000.0,1910.0,27080000000.0,27.08,-56.47030727988603,-3.529692720113971,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.47030727988603,386
21000000000.0,21.0,50,1140000000.0,1140.0,28620000000.0,28.62,-56.480546070763324,-3.5194539292366755,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.480546070763324,"74,80"
21000000000.0,21.0,51,1210000000.0,1210.0,28480000000.0,28.48,-56.50466140774207,-3.49533859225793,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.50466140774207,"104,110"
21000000000.0,21.0,52,950000000.0,950.0,29000000000.0,29.0,-56.51264250871387,-3.487357491286133,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.512642508713874,2
21000000000.0,21.0,53,1800000000.0,1800.0,27300000000.0,27.3,-56.514631819357106,-3.4853681806428938,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.514631819357106,"338,344"
21000000000.0,21.0,54,1200000000.0,1200.0,28500000000.0,28.5,-56.52612780607504,-3.4738721939249615,True,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.53732993294852,"98,104"
21000000000.0,21.0,55,1410000000.0,1410.0,28080000000.0,28.08,-56.55614131672051,-3.443858683279487,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.55614131672051,"182,188"
21000000000.0,21.0,56,1780000000.0,1780.0,27340000000.0,27.34,-56.55778683331155,-3.442213166688447,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.55778683331155,"332,338"
21000000000.0,21.0,57,1220000000.0,1220.0,28460000000.0,28.46,-56.56335710120771,-3.436642898792293,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.56335710120771,110
21000000000.0,21.0,58,1720000000.0,1720.0,27460000000.0,27.46,-56.564557444484805,-3.435442555515195,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.56455744448481,"308,314"
21000000000.0,21.0,59,1300000000.0,1300.0,28300000000.0,28.3,-56.564803615667955,-3.4351963843320448,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.564803615667955,"140,146"
21000000000.0,21.0,60,1790000000.0,1790.0,27320000000.0,27.32,-56.60221305372545,-3.3977869462745502,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.60221305372545,338
21000000000.0,21.0,61,1530000000.0,1530.0,27840000000.0,27.84,-56.613211319619566,-3.386788680380434,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.613211319619566,"230,236"
21000000000.0,21.0,62,1520000000.0,1520.0,27860000000.0,27.86,-56.62256793913827,-3.3774320608617288,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.62256793913827,230
21000000000.0,21.0,63,1560000000.0,1560.0,27780000000.0,27.78,-56.650885574073506,-3.349114425926494,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.650885574073506,"242,248"
21000000000.0,21.0,64,1190000000.0,1190.0,28520000000.0,28.52,-56.66136267682707,-3.3386373231729323,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.66136267682707,98
21000000000.0,21.0,65,1450000000.0,1450.0,28000000000.0,28.0,-56.66518926370011,-3.334810736299893,True,True,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.69950011309143,"200,206"
21000000000.0,21.0,66,1080000000.0,1080.0,28740000000.0,28.74,-56.67132758648317,-3.328672413516827,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.67132758648317,"50,56"
21000000000.0,21.0,67,2380000000.0,2380.0,27340000000.0,27.34,-56.69051616950682,-3.3094838304931784,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-56.69051616950682,"764,770"
21000000000.0,21.0,68,960000000.0,960.0,28980000000.0,28.98,-56.706706243117175,-3.293293756882825,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.706706243117175,"2,8"
21000000000.0,21.0,69,1540000000.0,1540.0,27820000000.0,27.82,-56.7091015566662,-3.290898443333802,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.709101556666205,"236,242"
21000000000.0,21.0,70,1150000000.0,1150.0,28600000000.0,28.6,-56.725356993289495,-3.2746430067105052,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.725356993289495,"80,86"
21000000000.0,21.0,71,1420000000.0,1420.0,28060000000.0,28.06,-56.78711199076226,-3.212888009237737,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.78711199076226,"188,194"
21000000000.0,21.0,72,1290000000.0,1290.0,28320000000.0,28.32,-56.83158353466912,-3.1684164653308784,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.83158353466912,"134,140"
21000000000.0,21.0,73,1230000000.0,1230.0,28440000000.0,28.44,-56.86827121315416,-3.1317287868458408,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.86827121315416,"110,116"
21000000000.0,21.0,74,1180000000.0,1180.0,28540000000.0,28.54,-56.86985874184161,-3.130141258158389,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.86985874184162,"92,98"
21000000000.0,21.0,75,1710000000.0,1710.0,27480000000.0,27.48,-56.87641548883734,-3.1235845111626617,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.876415488837345,"302,308"
21000000000.0,21.0,76,1670000000.0,1670.0,27560000000.0,27.56,-56.901877935882354,-3.0981220641176463,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.901877935882354,290
21000000000.0,21.0,77,1550000000.0,1550.0,27800000000.0,27.8,-56.910238650278174,-3.089761349721826,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.91023865027818,242
21000000000.0,21.0,78,2300000000.0,2300.0,27500000000.0,27.5,-56.93195016094507,-3.068049839054929,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-56.93195016094507,727
21000000000.0,21.0,79,1440000000.0,1440.0,28020000000.0,28.02,-56.9346831245729,-3.0653168754271007,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.93468312457289,"194,200"
21000000000.0,21.0,80,1430000000.0,1430.0,28040000000.0,28.04,-56.96821705564258,-3.031782944357417,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.96821705564258,194
21000000000.0,21.0,81,1170000000.0,1170.0,28560000000.0,28.56,-56.97815104424134,-3.0218489557586565,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.97815104424134,"86,92"
21000000000.0,21.0,82,1160000000.0,1160.0,28580000000.0,28.58,-56.986239584026244,-3.0137604159737563,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-56.986239584026244,86
21000000000.0,21.0,83,970000000.0,970.0,28960000000.0,28.96,-57.00406401029902,-2.995935989700982,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-57.00406401029902,"8,14"
21000000000.0,21.0,84,1070000000.0,1070.0,28760000000.0,28.76,-57.024449227979915,-2.9755507720200853,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-57.024449227979915,50
21000000000.0,21.0,85,1280000000.0,1280.0,28340000000.0,28.34,-57.079246124069094,-2.920753875930906,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-57.079246124069094,134
21000000000.0,21.0,86,1240000000.0,1240.0,28420000000.0,28.42,-57.08914192132903,-2.9108580786709695,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-57.08914192132904,"116,122"
21000000000.0,21.0,87,2210000000.0,2210.0,27680000000.0,27.68,-57.16412378174071,-2.835876218259287,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-57.16412378174072,677
21000000000.0,21.0,88,1680000000.0,1680.0,27540000000.0,27.54,-57.16432922620922,-2.835670773790781,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-57.16432922620922,"290,296"
21000000000.0,21.0,89,1920000000.0,1920.0,27060000000.0,27.06,-57.180332727241996,-2.8196672727580037,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-57.180332727241996,"386,392"
21000000000.0,21.0,90,1700000000.0,1700.0,27500000000.0,27.5,-57.2249977942583,-2.7750022057417,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-57.2249977942583,302
21000000000.0,21.0,91,1250000000.0,1250.0,28400000000.0,28.4,-57.22596922573233,-2.774030774267672,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-57.225969225732335,122
21000000000.0,21.0,92,1270000000.0,1270.0,28360000000.0,28.36,-57.25854669839242,-2.741453301607578,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-57.258546698392415,"128,134"
21000000000.0,21.0,93,1690000000.0,1690.0,27520000000.0,27.52,-57.27203584566787,-2.7279641543321276,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-57.27203584566787,"296,302"
21000000000.0,21.0,94,2140000000.0,2140.0,27820000000.0,27.82,-57.27677440132208,-2.723225598677921,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-57.27677440132208,"632,641"
21000000000.0,21.0,95,2390000000.0,2390.0,27320000000.0,27.32,-57.29617259331518,-2.703827406684823,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-57.29617259331517,770
21000000000.0,21.0,96,1260000000.0,1260.0,28380000000.0,28.38,-57.30745439894683,-2.692545601053169,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-57.30745439894683,"122,128"
21000000000.0,21.0,97,1060000000.0,1060.0,28780000000.0,28.78,-57.38012465546883,-2.6198753445311667,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-57.38012465546883,"44,50"
21000000000.0,21.0,98,2290000000.0,2290.0,27520000000.0,27.52,-57.389969359044244,-2.610030640955756,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-57.389969359044244,"719,727"
21000000000.0,21.0,99,980000000.0,980.0,28940000000.0,28.94,-57.40471581025942,-2.595284189740582,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-57.40471581025941,14
21000000000.0,21.0,100,2310000000.0,2310.0,27480000000.0,27.48,-57.40485661212075,-2.595143387879247,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-57.40485661212075,"727,735"
21000000000.0,21.0,101,2220000000.0,2220.0,27660000000.0,27.66,-57.479214267674976,-2.520785732325024,True,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-57.491990247821484,"677,685"
21000000000.0,21.0,102,2200000000.0,2200.0,27700000000.0,27.7,-57.567049935931,-2.432950064068997,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-57.567049935931,"668,677"
21000000000.0,21.0,103,2350000000.0,2350.0,27400000000.0,27.4,-57.60261929748991,-2.397380702510091,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-57.60261929748991,"750,757"
21000000000.0,21.0,104,2130000000.0,2130.0,27840000000.0,27.84,-57.630209143239284,-2.3697908567607158,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-57.630209143239284,"623,632"
21000000000.0,21.0,105,1050000000.0,1050.0,28800000000.0,28.8,-57.65271523706981,-2.3472847629301867,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-57.65271523706981,"38,44"
21000000000.0,21.0,106,990000000.0,990.0,28920000000.0,28.92,-57.70614733577352,-2.2938526642264776,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-57.706147335773515,"14,20"
21000000000.0,21.0,107,1930000000.0,1930.0,27040000000.0,27.04,-57.83013333531799,-2.1698666646820115,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-57.83013333531799,"392,398"
21000000000.0,21.0,108,2230000000.0,2230.0,27640000000.0,27.64,-57.84219573554226,-2.157804264457738,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-57.84219573554227,"685,694"
21000000000.0,21.0,109,1040000000.0,1040.0,28820000000.0,28.82,-57.872220972782856,-2.1277790272171444,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-57.872220972782856,38
21000000000.0,21.0,110,1000000000.0,1000.0,28900000000.0,28.9,-57.941465544735166,-2.0585344552648337,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-57.941465544735166,"20,26"
21000000000.0,21.0,111,2150000000.0,2150.0,27800000000.0,27.8,-57.99370081964426,-2.0062991803557395,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-57.99370081964426,641
21000000000.0,21.0,112,2400000000.0,2400.0,27300000000.0,27.3,-58.03353562458457,-1.966464375415427,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-58.03353562458457,"770,777"
21000000000.0,21.0,113,1030000000.0,1030.0,28840000000.0,28.84,-58.07566769245214,-1.9243323075478571,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-58.07566769245214,"32,38"
21000000000.0,21.0,114,1010000000.0,1010.0,28880000000.0,28.88,-58.110670437144364,-1.889329562855636,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-58.110670437144364,26
21000000000.0,21.0,115,1020000000.0,1020.0,28860000000.0,28.86,-58.15515084723933,-1.8448491527606734,False,False,False,0,ignore,mixer2_family | spur | 2*LO - 2*IF,mixer2_family | spur | 2*LO - 2*IF,mixer2_family,mixer2_family -> rf_filter,mixer2_lo2_21GHz,spur,2*LO - 2*IF,2,2,-1,-58.15515084723932,"26,32"
