lo_Hz,if_Hz,mode,kind,m,n,sign,expression,expected_freq_Hz,measured_freq_Hz,freq_error_Hz,power_dBm,rel_dBc_vs_desired,noise_limited,span_Hz,rbw_Hz,vbw_Hz,avg_sweeps,marker_mode_global,marker_mode_effective,error
5550000000.0,1085000000.0,lo+if,desired,1,1,1,1*LO + 1*IF,6635000000.0,6634999260.0,-740.0,-20.050556943292648,0.0,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1085000000.0,lo+if,spur,1,5,-1,1*LO - 5*IF,125000000.0,125003560.0,3560.0,-104.49655835430013,-84.44600141100749,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1085000000.0,lo+if,IF_leak,0,1,1,0*LO + 1*IF,1085000000.0,1084999280.0,-720.0,-56.634417533513435,-36.58386059022079,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1085000000.0,lo+if,spur,1,4,-1,1*LO - 4*IF,1210000000.0,1210002860.0,2860.0,-81.56705722261906,-61.51650027932641,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1085000000.0,lo+if,IF_harmonic,0,2,1,0*LO + 2*IF,2170000000.0,2169998550.0,-1450.0,-91.49347317413176,-71.44291623083912,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1085000000.0,lo+if,spur,1,3,-1,1*LO - 3*IF,2295000000.0,2295002140.0,2140.0,-70.25684360709066,-50.20628666379801,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1085000000.0,lo+if,IF_harmonic,0,3,1,0*LO + 3*IF,3255000000.0,3254997860.0,-2140.0,-109.15983630124451,-89.10927935795186,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1085000000.0,lo+if,spur,1,2,-1,1*LO - 2*IF,3380000000.0,3380001420.0,1420.0,-56.24416401750744,-36.19360707421479,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1085000000.0,lo+if,IF_harmonic,0,4,1,0*LO + 4*IF,4340000000.0,4339997100.0,-2900.0,-107.41979439955242,-87.36923745625977,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1085000000.0,lo+if,image,1,1,-1,1*LO - 1*IF,4465000000.0,4465000700.0,700.0,-19.808311789302234,0.2422451539904138,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1085000000.0,lo+if,IF_harmonic,0,5,1,0*LO + 5*IF,5425000000.0,5424996290.0,-3710.0,-114.16483299276197,-94.11427604946932,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1085000000.0,lo+if,LO_leak,1,0,1,1*LO + 0*IF,5550000000.0,5549999980.0,-20.0,-38.08983901443725,-18.039282071144605,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1085000000.0,lo+if,spur,2,5,-1,2*LO - 5*IF,5675000000.0,5675003600.0,3600.0,-107.76107642719707,-87.71051948390442,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1085000000.0,lo+if,spur,2,4,-1,2*LO - 4*IF,6760000000.0,6760002910.0,2910.0,-108.56102799822563,-88.51047105493298,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1085000000.0,lo+if,spur,1,2,1,1*LO + 2*IF,7720000000.0,7719998540.0,-1460.0,-56.46890487033968,-36.41834792704703,0,1000000.0,1000.0,,10,peak,peak,
