lo_Hz,if_Hz,mode,kind,m,n,sign,expression,expected_freq_Hz,measured_freq_Hz,freq_error_Hz,power_dBm,rel_dBc_vs_desired,noise_limited,span_Hz,rbw_Hz,vbw_Hz,avg_sweeps,marker_mode_global,marker_mode_effective,error
5550000000.0,1310000000.0,lo+if,desired,1,1,1,1*LO + 1*IF,6860000000.0,6859999120.0,-880.0,-19.719329222940534,0.0,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1310000000.0,lo+if,spur,1,4,-1,1*LO - 4*IF,310000000.0,310003460.0,3460.0,-105.28662757639013,-85.5672983534496,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1310000000.0,lo+if,spur,1,5,-1,1*LO - 5*IF,1000000000.0,1000409186.0,409186.0,-114.09804991917268,-94.37872069623215,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1310000000.0,lo+if,IF_leak,0,1,1,0*LO + 1*IF,1310000000.0,1309999130.0,-870.0,-56.10435441225012,-36.38502518930959,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1310000000.0,lo+if,spur,1,3,-1,1*LO - 3*IF,1620000000.0,1620002580.0,2580.0,-83.64831041483615,-63.928981191895616,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1310000000.0,lo+if,IF_harmonic,0,2,1,0*LO + 2*IF,2620000000.0,2619998270.0,-1730.0,-83.04055956383618,-63.32123034089565,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1310000000.0,lo+if,spur,1,2,-1,1*LO - 2*IF,2930000000.0,2930001710.0,1710.0,-73.33473728216988,-53.61540805922935,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1310000000.0,lo+if,IF_harmonic,0,3,1,0*LO + 3*IF,3930000000.0,3929997400.0,-2600.0,-101.71735151826061,-81.99802229532008,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1310000000.0,lo+if,image,1,1,-1,1*LO - 1*IF,4240000000.0,4240000850.0,850.0,-19.491422330155487,0.22790689278504672,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1310000000.0,lo+if,spur,2,5,-1,2*LO - 5*IF,4550000000.0,4549651863.0,-348137.0,-115.71263670828785,-95.99330748534732,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1310000000.0,lo+if,IF_harmonic,0,4,1,0*LO + 4*IF,5240000000.0,5239996510.0,-3490.0,-116.51442159960891,-96.79509237666838,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1310000000.0,lo+if,LO_leak,1,0,1,1*LO + 0*IF,5550000000.0,5549999980.0,-20.0,-38.10535141844765,-18.386022195507113,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1310000000.0,lo+if,spur,2,4,-1,2*LO - 4*IF,5860000000.0,5860306787.0,306787.0,-117.28368076939397,-97.56435154645344,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1310000000.0,lo+if,IF_harmonic,0,5,1,0*LO + 5*IF,6550000000.0,6550265737.0,265737.0,-117.23301627638949,-97.51368705344896,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1310000000.0,lo+if,spur,2,3,-1,2*LO - 3*IF,7170000000.0,7170002540.0,2540.0,-102.4707674255339,-82.75143820259336,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1310000000.0,lo+if,spur,1,2,1,1*LO + 2*IF,8170000000.0,8169998250.0,-1750.0,-72.11333136577872,-52.39400214283819,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1310000000.0,lo+if,spur,2,2,-1,2*LO - 2*IF,8480000000.0,8480001700.0,1700.0,-79.81753412773777,-60.09820490479724,0,1000000.0,1000.0,,10,peak,peak,
