lo_Hz,if_Hz,mode,kind,m,n,sign,expression,expected_freq_Hz,measured_freq_Hz,freq_error_Hz,power_dBm,rel_dBc_vs_desired,noise_limited,span_Hz,rbw_Hz,vbw_Hz,avg_sweeps,marker_mode_global,marker_mode_effective,error
5550000000.0,965000000.0,lo+if,desired,1,1,1,1*LO + 1*IF,6515000000.0,6514999340.0,-660.0,-20.829534151530154,0.0,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,965000000.0,lo+if,spur,1,5,-1,1*LO - 5*IF,725000000.0,725003390.0,3390.0,-109.85995658974579,-89.03042243821564,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,965000000.0,lo+if,IF_leak,0,1,1,0*LO + 1*IF,965000000.0,964999360.0,-640.0,-56.844534293935126,-36.01500014240497,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,965000000.0,lo+if,spur,1,4,-1,1*LO - 4*IF,1690000000.0,1690002530.0,2530.0,-94.06351231788804,-73.23397816635789,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,965000000.0,lo+if,IF_harmonic,0,2,1,0*LO + 2*IF,1930000000.0,1929998710.0,-1290.0,-95.46145424755737,-74.63192009602722,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,965000000.0,lo+if,spur,1,3,-1,1*LO - 3*IF,2655000000.0,2655001900.0,1900.0,-79.7101797822775,-58.88064563074735,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,965000000.0,lo+if,IF_harmonic,0,3,1,0*LO + 3*IF,2895000000.0,2894998090.0,-1910.0,-104.73453077757783,-83.90499662604768,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,965000000.0,lo+if,spur,1,2,-1,1*LO - 2*IF,3620000000.0,3620001260.0,1260.0,-70.03000974432574,-49.200475592795584,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,965000000.0,lo+if,IF_harmonic,0,4,1,0*LO + 4*IF,3860000000.0,3859887851.0,-112149.0,-115.59510707220427,-94.76557292067412,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,965000000.0,lo+if,image,1,1,-1,1*LO - 1*IF,4585000000.0,4585000620.0,620.0,-20.53265055706598,0.29688359446417323,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,965000000.0,lo+if,IF_harmonic,0,5,1,0*LO + 5*IF,4825000000.0,4824866301.0,-133699.0,-117.29135794397023,-96.46182379244007,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,965000000.0,lo+if,LO_leak,1,0,1,1*LO + 0*IF,5550000000.0,5549999980.0,-20.0,-38.10941153881018,-17.279877387280024,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,965000000.0,lo+if,spur,2,5,-1,2*LO - 5*IF,6275000000.0,6275413416.0,413416.0,-117.21591854732836,-96.3863843957982,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,965000000.0,lo+if,spur,2,4,-1,2*LO - 4*IF,7240000000.0,7239821102.0,-178898.0,-118.97816474764187,-98.14863059611172,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,965000000.0,lo+if,spur,1,2,1,1*LO + 2*IF,7480000000.0,7479998700.0,-1300.0,-70.37863684775475,-49.549102696224594,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,965000000.0,lo+if,spur,2,3,-1,2*LO - 3*IF,8205000000.0,8205001900.0,1900.0,-103.99829130393611,-83.16875715240596,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,965000000.0,lo+if,spur,1,3,1,1*LO + 3*IF,8445000000.0,8444998070.0,-1930.0,-78.40593173802682,-57.57639758649667,0,1000000.0,1000.0,,10,peak,peak,
