lo_Hz,if_Hz,mode,kind,m,n,sign,expression,expected_freq_Hz,measured_freq_Hz,freq_error_Hz,power_dBm,rel_dBc_vs_desired,noise_limited,span_Hz,rbw_Hz,vbw_Hz,avg_sweeps,marker_mode_global,marker_mode_effective,error
5550000000.0,1700000000.0,lo+if,desired,1,1,1,1*LO + 1*IF,7250000000.0,7249998860.0,-1140.0,-20.094604984257302,0.0,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1700000000.0,lo+if,spur,1,3,-1,1*LO - 3*IF,450000000.0,450003360.0,3360.0,-91.11270892874762,-71.01810394449032,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1700000000.0,lo+if,spur,1,4,-1,1*LO - 4*IF,1250000000.0,1250010720.0,10720.0,-113.73718086853529,-93.64257588427799,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1700000000.0,lo+if,IF_leak,0,1,1,0*LO + 1*IF,1700000000.0,1699998880.0,-1120.0,-55.949697863763525,-35.85509287950622,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1700000000.0,lo+if,spur,1,2,-1,1*LO - 2*IF,2150000000.0,2150002230.0,2230.0,-67.39270526452782,-47.29810028027052,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1700000000.0,lo+if,spur,2,5,-1,2*LO - 5*IF,2600000000.0,2600025180.0,25180.0,-113.6960214506934,-93.60141646643609,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1700000000.0,lo+if,spur,1,5,-1,1*LO - 5*IF,2950000000.0,2949691923.0,-308077.0,-114.03210292854453,-93.93749794428723,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1700000000.0,lo+if,IF_harmonic,0,2,1,0*LO + 2*IF,3400000000.0,3399997750.0,-2250.0,-85.72654227102774,-65.63193728677044,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1700000000.0,lo+if,image,1,1,-1,1*LO - 1*IF,3850000000.0,3850001110.0,1110.0,-19.744958871286475,0.34964611297082726,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1700000000.0,lo+if,spur,2,4,-1,2*LO - 4*IF,4300000000.0,4299814572.0,-185428.0,-115.06602269068553,-94.97141770642823,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1700000000.0,lo+if,IF_harmonic,0,3,1,0*LO + 3*IF,5100000000.0,5099996650.0,-3350.0,-98.79803684982294,-78.70343186556563,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1700000000.0,lo+if,LO_leak,1,0,1,1*LO + 0*IF,5550000000.0,5549999980.0,-20.0,-37.95246916627193,-17.85786418201463,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1700000000.0,lo+if,spur,2,3,-1,2*LO - 3*IF,6000000000.0,6000003320.0,3320.0,-100.57281882325361,-80.47821383899631,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1700000000.0,lo+if,IF_harmonic,0,4,1,0*LO + 4*IF,6800000000.0,6799560644.0,-439356.0,-117.99449427244514,-97.89988928818784,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1700000000.0,lo+if,spur,2,2,-1,2*LO - 2*IF,7700000000.0,7700002210.0,2210.0,-81.23384910732025,-61.13924412306295,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1700000000.0,lo+if,spur,3,5,-1,3*LO - 5*IF,8150000000.0,8150153228.0,153228.0,-116.10508913998731,-96.01048415573001,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1700000000.0,lo+if,IF_harmonic,0,5,1,0*LO + 5*IF,8500000000.0,8500462765.0,462765.0,-115.20038448753948,-95.10577950328218,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1700000000.0,lo+if,spur,1,2,1,1*LO + 2*IF,8950000000.0,8949997730.0,-2270.0,-64.84158104394663,-44.74697605968933,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1700000000.0,lo+if,spur,2,1,-1,2*LO - 1*IF,9400000000.0,9400001090.0,1090.0,-59.68617990021961,-39.591574915962305,0,1000000.0,1000.0,,10,peak,peak,
