lo_Hz,if_Hz,mode,kind,m,n,sign,expression,expected_freq_Hz,measured_freq_Hz,freq_error_Hz,power_dBm,rel_dBc_vs_desired,noise_limited,span_Hz,rbw_Hz,vbw_Hz,avg_sweeps,marker_mode_global,marker_mode_effective,error
5550000000.0,1745000000.0,lo+if,desired,1,1,1,1*LO + 1*IF,7295000000.0,7294998830.0,-1170.0,-20.032716633683293,0.0,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1745000000.0,lo+if,spur,1,3,-1,1*LO - 3*IF,315000000.0,315003430.0,3430.0,-94.98816281325577,-74.95544617957248,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1745000000.0,lo+if,spur,1,4,-1,1*LO - 4*IF,1430000000.0,1429995470.0,-4530.0,-104.9159218619242,-84.88320522824091,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1745000000.0,lo+if,IF_leak,0,1,1,0*LO + 1*IF,1745000000.0,1744998850.0,-1150.0,-58.51426742622231,-38.48155079253902,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1745000000.0,lo+if,spur,1,2,-1,1*LO - 2*IF,2060000000.0,2060002280.0,2280.0,-67.32917190621593,-47.29645527253264,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1745000000.0,lo+if,spur,2,5,-1,2*LO - 5*IF,2375000000.0,2374975040.0,-24960.0,-113.94383125169439,-93.9111146180111,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1745000000.0,lo+if,spur,1,5,-1,1*LO - 5*IF,3175000000.0,3174655533.0,-344467.0,-114.24237432379327,-94.20965769010998,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1745000000.0,lo+if,IF_harmonic,0,2,1,0*LO + 2*IF,3490000000.0,3489997710.0,-2290.0,-83.94922838762619,-63.9165117539429,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1745000000.0,lo+if,image,1,1,-1,1*LO - 1*IF,3805000000.0,3805001130.0,1130.0,-20.273911880264862,-0.24119524658156877,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1745000000.0,lo+if,spur,2,4,-1,2*LO - 4*IF,4120000000.0,4120235708.0,235708.0,-117.05861004878967,-97.02589341510638,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1745000000.0,lo+if,IF_harmonic,0,3,1,0*LO + 3*IF,5235000000.0,5234996570.0,-3430.0,-97.6592901666856,-77.6265735330023,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1745000000.0,lo+if,LO_leak,1,0,1,1*LO + 0*IF,5550000000.0,5549999980.0,-20.0,-37.954976917137714,-17.92226028345442,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1745000000.0,lo+if,spur,2,3,-1,2*LO - 3*IF,5865000000.0,5865003390.0,3390.0,-99.56858612734601,-79.53586949366272,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1745000000.0,lo+if,IF_harmonic,0,4,1,0*LO + 4*IF,6980000000.0,6980306647.0,306647.0,-118.14458232213795,-98.11186568845466,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1745000000.0,lo+if,spur,2,2,-1,2*LO - 2*IF,7610000000.0,7610002250.0,2250.0,-80.34474407744547,-60.312027443762176,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1745000000.0,lo+if,spur,3,5,-1,3*LO - 5*IF,7925000000.0,7924742623.0,-257377.0,-117.07285023138732,-97.04013359770403,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1745000000.0,lo+if,IF_harmonic,0,5,1,0*LO + 5*IF,8725000000.0,8725239548.0,239548.0,-114.3434384522877,-94.3107218186044,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1745000000.0,lo+if,spur,1,2,1,1*LO + 2*IF,9040000000.0,9039997690.0,-2310.0,-64.96185281509206,-44.929136181408765,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1745000000.0,lo+if,spur,2,1,-1,2*LO - 1*IF,9355000000.0,9355001110.0,1110.0,-56.9065177538425,-36.87380112015921,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1745000000.0,lo+if,spur,3,4,-1,3*LO - 4*IF,9670000000.0,9670004600.0,4600.0,-111.06827541430326,-91.03555878061997,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1745000000.0,lo+if,spur,1,3,1,1*LO + 3*IF,10785000000.0,10784996540.0,-3460.0,-79.32205100963992,-59.28933437595663,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1745000000.0,lo+if,LO_harmonic,2,0,1,2*LO + 0*IF,11100000000.0,11099999960.0,-40.0,-28.818819485041466,-8.786102851358173,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1745000000.0,lo+if,spur,3,3,-1,3*LO - 3*IF,11415000000.0,11415003400.0,3400.0,-92.9580754206425,-72.92535878695921,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1745000000.0,lo+if,spur,1,4,1,1*LO + 4*IF,12530000000.0,12529995420.0,-4580.0,-102.77514096565932,-82.74242433197603,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1745000000.0,lo+if,spur,2,1,1,2*LO + 1*IF,12845000000.0,12844998810.0,-1190.0,-57.361126499039045,-37.32840986535575,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1745000000.0,lo+if,spur,3,2,-1,3*LO - 2*IF,13160000000.0,13160002240.0,2240.0,-76.24034141975552,-56.20762478607223,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,1745000000.0,lo+if,spur,4,5,-1,4*LO - 5*IF,13475000000.0,13475118669.0,118669.0,-112.83044869183772,-92.79773205815442,0,1000000.0,1000.0,,10,peak,peak,
