lo_Hz,if_Hz,mode,kind,m,n,sign,expression,expected_freq_Hz,measured_freq_Hz,freq_error_Hz,power_dBm,rel_dBc_vs_desired,noise_limited,span_Hz,rbw_Hz,vbw_Hz,avg_sweeps,marker_mode_global,marker_mode_effective,error
5550000000.0,2015000000.0,lo+if,desired,1,1,1,1*LO + 1*IF,7565000000.0,7564998660.0,-1340.0,-20.467102171557656,0.0,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,spur,1,3,-1,1*LO - 3*IF,495000000.0,494996030.0,-3970.0,-95.08380554869643,-74.61670337713878,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,spur,2,5,-1,2*LO - 5*IF,1025000000.0,1025377836.0,377836.0,-115.48029150935577,-95.01318933779811,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,spur,1,2,-1,1*LO - 2*IF,1520000000.0,1520002630.0,2630.0,-69.45256956256196,-48.985467391004306,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,IF_leak,0,1,1,0*LO + 1*IF,2015000000.0,2014998680.0,-1320.0,-57.11517559369149,-36.648073422133834,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,spur,1,4,-1,1*LO - 4*IF,2510000000.0,2510196158.0,196158.0,-112.43946505748008,-91.97236288592242,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,spur,2,4,-1,2*LO - 4*IF,3040000000.0,3039588534.0,-411466.0,-115.0484017988484,-94.58129962729075,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,image,1,1,-1,1*LO - 1*IF,3535000000.0,3535001300.0,1300.0,-20.375184726831172,0.09191744472648367,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,IF_harmonic,0,2,1,0*LO + 2*IF,4030000000.0,4029997350.0,-2650.0,-85.54528233128636,-65.0781801597287,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,spur,1,5,-1,1*LO - 5*IF,4525000000.0,4524772672.0,-227328.0,-115.38187636769656,-94.91477419613891,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,spur,2,3,-1,2*LO - 3*IF,5055000000.0,5055003920.0,3920.0,-100.54759858036479,-80.08049640880714,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,LO_leak,1,0,1,1*LO + 0*IF,5550000000.0,5549999980.0,-20.0,-37.940820965883816,-17.47371879432616,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,IF_harmonic,0,3,1,0*LO + 3*IF,6045000000.0,6044996030.0,-3970.0,-100.85258339304093,-80.38548122148327,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,spur,3,5,-1,3*LO - 5*IF,6575000000.0,6574627744.0,-372256.0,-117.64834301931322,-97.18124084775556,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,spur,2,2,-1,2*LO - 2*IF,7070000000.0,7070002600.0,2600.0,-78.31523150204016,-57.84812933048251,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,IF_harmonic,0,4,1,0*LO + 4*IF,8060000000.0,8060382156.0,382156.0,-115.97849558957736,-95.51139341801971,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,spur,3,4,-1,3*LO - 4*IF,8590000000.0,8590036710.0,36710.0,-116.00651923470761,-95.53941706314995,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,spur,2,1,-1,2*LO - 1*IF,9085000000.0,9085001290.0,1290.0,-56.4195465526068,-35.95244438104915,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,spur,1,2,1,1*LO + 2*IF,9580000000.0,9579997340.0,-2660.0,-65.92059353441155,-45.453491362853896,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,IF_harmonic,0,5,1,0*LO + 5*IF,10075000000.0,10074730973.0,-269027.0,-114.84917856701925,-94.3820763954616,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,spur,3,3,-1,3*LO - 3*IF,10605000000.0,10605003910.0,3910.0,-91.42769828088662,-70.96059610932896,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,LO_harmonic,2,0,1,2*LO + 0*IF,11100000000.0,11099999960.0,-40.0,-28.808051707966598,-8.340949536408942,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,spur,1,3,1,1*LO + 3*IF,11595000000.0,11594996030.0,-3970.0,-84.41699053589751,-63.949888364339856,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,spur,4,5,-1,4*LO - 5*IF,12125000000.0,12125423516.0,423516.0,-113.16913011662756,-92.7020279450699,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,spur,3,2,-1,3*LO - 2*IF,12620000000.0,12620002580.0,2580.0,-77.73430175475976,-57.2671995832021,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,spur,2,1,1,2*LO + 1*IF,13115000000.0,13114998640.0,-1360.0,-57.356149982341826,-36.88904781078417,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,spur,1,4,1,1*LO + 4*IF,13610000000.0,13609551364.0,-448636.0,-110.87209100784393,-90.40498883628628,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,spur,4,4,-1,4*LO - 4*IF,14140000000.0,14139885271.0,-114729.0,-112.65888079355095,-92.1917786219933,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,spur,3,1,-1,3*LO - 1*IF,14635000000.0,14635001270.0,1270.0,-33.093961325229316,-12.62685915367166,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,spur,2,2,1,2*LO + 2*IF,15130000000.0,15129997310.0,-2690.0,-85.95906693524694,-65.49196476368928,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,spur,1,5,1,1*LO + 5*IF,15625000000.0,15625347677.0,347677.0,-112.94067635941302,-92.47357418785536,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,spur,4,3,-1,4*LO - 3*IF,16155000000.0,16155003890.0,3890.0,-103.61113073347312,-83.14402856191546,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,LO_harmonic,3,0,1,3*LO + 0*IF,16650000000.0,16649999940.0,-60.0,-42.01352559501787,-21.54642342346021,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,spur,2,3,1,2*LO + 3*IF,17145000000.0,17144995970.0,-4030.0,-103.71706463447802,-83.24996246292037,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,spur,5,5,-1,5*LO - 5*IF,17675000000.0,17675416506.0,416506.0,-112.56748641555023,-92.10038424399258,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,spur,4,2,-1,4*LO - 2*IF,18170000000.0,18170002570.0,2570.0,-84.14564841966342,-63.67854624810576,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,spur,3,1,1,3*LO + 1*IF,18665000000.0,18664998620.0,-1380.0,-35.626261522787516,-15.15915935122986,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,spur,2,4,1,2*LO + 4*IF,19160000000.0,19159921691.0,-78309.0,-112.87497103641543,-92.40786886485778,0,1000000.0,1000.0,,10,peak,peak,
5550000000.0,2015000000.0,lo+if,spur,5,4,-1,5*LO - 4*IF,19690000000.0,19690189438.0,189438.0,-112.43346703564774,-91.96636486409008,0,1000000.0,1000.0,,10,peak,peak,
