lo_index,if_index,point_index,lo_set_Hz,if_set_Hz,lo_model_Hz,if_model_Hz,mode,kind,m,n,sign,expression,expected_freq_Hz,expected_corr_freq_Hz,measured_freq_Hz,freq_error_Hz,freq_error_corr_Hz,power_dBm,rel_dBc_vs_desired,noise_limited,cluster_id,cluster_size,analytic_coincidence_id,analytic_coincidence_size,measured_coincidence_id,measured_coincidence_size,measurement_scope,cluster_window_half_width_Hz,cluster_window_fallback,span_Hz,rbw_Hz,vbw_Hz,avg_sweeps,marker_mode_global,marker_mode_effective,error
0,71,72,23000000000.0,7565000000.0,23000000000.0,7565000000.0,lo+if,desired,1,1,1,1*LO + 1*IF,30565000000.0,30565000000.0,30565000000.0,0.0,0.0,-25.871053334629654,0.0,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,71,72,23000000000.0,7565000000.0,23000000000.0,7565000000.0,lo+if,IF_harmonic,0,4,1,0*LO + 4*IF,30260000000.0,30260000000.0,30260000000.0,0.0,0.0,-124.45402068911159,-98.58296735448194,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,71,72,23000000000.0,7565000000.0,23000000000.0,7565000000.0,lo+if,spur,2,2,-1,2*LO - 2*IF,30870000000.0,30870000000.0,30870000000.0,0.0,0.0,-97.64260121373127,-71.77154787910162,0,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
0,71,72,23000000000.0,7565000000.0,23000000000.0,7565000000.0,lo+if,spur,3,5,-1,3*LO - 5*IF,31175000000.0,31175000000.0,31175000291.7,291.70000076293945,291.70000076293945,-130.89241404728529,-105.02136071265564,1,-1,1,-1,1,-1,1,single,0.0,0,1000.0,10.0,,10,auto,peak,
